English,Kiswahili,Domain
Submit Your Opinions Ã¢ ‚¬ œ Kilifi County Government Governors Commitment and Plan Kilifi County Directory Kilifi County Assembly Copyright 2024 Kilifi County Government Karibu Kilifi Office Of The Governor Call us on 0200 200 200 News & Speeches e-Services Tenders Jobs Staff Access Back Submit Your Opinions Are you a Kilifi Resident?,"Wasilisha Maoni Yako Ã¢ ‚¬ œ Serikali ya Kaunti ya Kilifi Kujitolea na Mpango Saraka ya Kaunti ya Kilifi Bunge la Kaunti ya Kilifi Hakimiliki 2024 Serikali ya Kaunti ya Kilifi Karibu Kilifi Ofisi ya Gavana Tupigie simu kwa 0200 200 200 Habari na Hotuba Huduma za Kielektroniki Zabuni Kazi Wafanyakazi Ufikiaji Rudi Wasilisha Maoni Yako Je, wewe ni Mkazi wa Kilifi?",Governance
Schools closed for elections? Use the break to update your voter details via *222#.,Shule zimefungwa kwa ajili ya uchaguzi? Tumia mapumziko kusasisha maelezo yako ya mpiga kura kupitia *222#.,Education
Kenya launches a C-IED training complex to train security personnel.,Kenya yazindua kituo cha mafunzo cha C-IED ili kuwafunza wafanyakazi wa usalama.,Security
Wajir County: Drought Early Warning Bulletin for July 2023,Kaunti ya Wajir: Taarifa ya Onyo la Mapema kuhusu Ukame Julai 2023,Disaster/Health
JRS - Economic Inclusion of Refugees and Host Communities in Kenya: A market analysis,JRS - Ujumuisho wa Kiuchumi wa Wakimbizi na Jumuiya Wakaribishaji nchini Kenya: Uchambuzi wa soko,Disaster/Health
"Ministry releasing comprehensive strategy following success of KNAP 2018–2022, targeting multisectoral interventions to further reduce malnutrition rates.","Wizara ikitoa mkakati kamili kufuatia mafanikio ya KNAP 2018–2022, ikilenga uingiliaji kati wa sekta mbalimbali ili kupunguza zaidi viwango vya utapiamlo.",Health
Kenya confirms three new Mpox cases in Busia; Health Ministry warns of a high risk of importing Marburg and Ebola viruses from neighboring Tanzania and Sudan.,Kenya yathibitisha visa vitatu vipya vya Mpox huko Busia; Wizara ya Afya yaonya kuhusu hatari kubwa ya kuagiza virusi vya Marburg na Ebola kutoka nchi jirani za Tanzania na Sudan.,Health
Livestock for Health in Kenya: Resilience good practice - Nutrition and resilience,Mifugo kwa ajili ya Afya nchini Kenya: Kustahimili utendaji mzuri - Lishe na ustahimilivu,Disaster/Health
Grade 9 learners transition after KJSEA results in December.,Mabadiliko ya wanafunzi wa Darasa la 9 baada ya matokeo ya KJSEA mwezi Desemba.,Education
COVID-19 Coping and Resilience Mechanisms of Informal Women Workers in Kenya,Mbinu za Kukabili na Kustahimili COVID-19 za Wafanyakazi Wanawake Wasio Rasmi nchini Kenya,Disaster/Health
Announcement encouraging daily consumption of five fruit/veg portions for wellness and disease prevention.,Tangazo la kuhimiza ulaji wa kila siku wa sehemu tano za matunda/mboga kwa ajili ya ustawi na kinga dhidi ya magonjwa.,Health
Kenya – Mobility Tracking and Multi-sectoral Location Assessment in Turkana County Round #2 (June 2023),Kenya - Ufuatiliaji wa Uhamaji na Tathmini ya Mahali ya Sekta mbalimbali katika Kaunti ya Turkana Awamu ya #2 (Juni 2023),Disaster/Health
WFP welcomes US$37 million from US government to support refugees in Kenya and moves to prioritise food assistance for the most vulnerable,WFP inakaribisha dola za Marekani milioni 37 kutoka kwa serikali ya Marekani kusaidia wakimbizi nchini Kenya na kuchukua hatua ya kutanguliza msaada wa chakula kwa walio hatarini zaidi.,Disaster/Health
Ensure compliance with 2008 school safety manual.,Hakikisha kufuata mwongozo wa usalama wa shule wa 2008.,Education
"Free toolkits worth Ksh 100,000 for all 2025 TVET graduates in technical courses.","Vifaa vya bure vyenye thamani ya Ksh 100,000 kwa wahitimu wote wa TVET wa 2025 katika kozi za ufundi.",Education
Ministry annoucning  unveiling agenda for Multiple Micronutrient Supplementation (MMS) to reduce maternal anaemia and improve birth outcomes.,Wizara yatangaza ajenda ya kufichua ajenda ya virutubisho vingi (MMS) ili kupunguza upungufu wa damu kwa mama na kuboresha matokeo ya uzazi.,Health
"NPS remains committed to working closely with local communities, National Government Administration Officers, and other stakeholders to promote peaceful coexistence and ensure the safety of all citizens, residents, and visitors through sustained disarmament and community policing initiatives, the statement read.","Taarifa hiyo ilisema, NPS bado imejitolea kufanya kazi kwa karibu na jamii za wenyeji, Maafisa wa Utawala wa Serikali ya Kitaifa, na wadau wengine ili kukuza mshikamano wa amani na kuhakikisha usalama wa raia wote, wakazi, na wageni kupitia mipango endelevu ya upokonyaji silaha na ulinzi wa jamii.",Governance
"As global aid budgets shrink, refugees and host communities are increasingly competing in the same thin markets and relying on the same under‑resourced schools, clinics, roads, and water systems, raising the stakes for local livelihoods.","Kadiri bajeti za misaada ya kimataifa zinavyopungua, wakimbizi na jumuiya zinazowapokea wanazidi kushindana katika masoko nyembamba sawa na kutegemea shule zisizo na rasilimali, zahanati, barabara na mifumo ya maji, hivyo basi kuinua hali ya maisha ya wenyeji.",Health
... Push Pull Technology is revolutionizing cowpea farming in Western Kenya. 16 July 2025. More News. Latest Updates. UK-CGIAR News. Exploring the ...,... Teknolojia ya Push Pull inaleta mapinduzi makubwa katika kilimo cha kunde Magharibi mwa Kenya. 16 Julai 2025. Habari Zaidi. Masasisho Mapya. Habari za Uingereza-CGIAR. Kuchunguza ...,Agriculture
Caregivers should change diapers frequently and clean the babys skin gently to avoid rashes and infections.,Walezi wanapaswa kubadilisha nepi mara kwa mara na kusafisha ngozi ya mtoto kwa upole ili kuepuka vipele na maambukizi.,Health
"When you lose what you had, you realise what it meant to you.","Unapopoteza ulichokuwa nacho, unatambua maana yake kwako.",Disaster/Health
Vaccination campaign for footâ€‘andâ€‘mouth disease in pastoral regions.,Kampeni ya chanjo ya ugonjwa wa miguu na midomo katika maeneo ya wafugaji.,Agriculture
Kenya Food Security Outlook Update August 2022,Mtazamo wa Usalama wa Chakula nchini Kenya Agosti 2022,Disaster/Health
The Kenya Police have specialized desks to handle child-related cases with sensitivity and confidentiality. Report cases at any police station.,Polisi wa Kenya wana madawati maalum ya kushughulikia kesi zinazohusiana na watoto kwa unyeti na usiri. Ripoti kesi katika kituo chochote cha polisi.,Security
West Pokot: Drought Early Warning Bulletin for March 2023,Pokot Magharibi: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Machi 2023,Disaster/Health
Kenya Key Message Update May 2024: Varied rainfall impacts in pastoral and cropping areas as long rains come to an end,Taarifa ya Ujumbe Muhimu wa Kenya Mei 2024: Athari mbalimbali za mvua katika maeneo ya ufugaji na upandaji mazao huku mvua ndefu inapoisha.,Disaster/Health
Farmers should adopt drought-resistant crops and water conservation techniques to mitigate climate shocks.,Wakulima wanapaswa kutumia mazao yanayostahimili ukame na mbinu za kuhifadhi maji ili kupunguza mishtuko ya hali ya hewa.,Security
Inclusive CBC exams: Braille & sign language papers ready ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ collect from KNEC!,"Mitihani ya CBC jumuishi: Karatasi za Braille na lugha ya ishara tayari ""kukusanywa kutoka KNEC!",Education
"Kenya | Joint Market Monitoring Initiative (JMMI) Dadaab and Kakuma Refugee Camp, Q4 2025 (October - December)","Kenya | Mpango wa Pamoja wa Ufuatiliaji wa Soko (JMMI) Dadaab na Kambi ya Wakimbizi ya Kakuma, Q4 2025 (Oktoba - Desemba)",Disaster/Health
"People’s vulnerability is closely connected to structural inequalities in the country, where people in areas defined as arid and semi-arid lands (ASALs) suffer from lack of government services, investment and economic opportunities, with wealth concentrated in the capital, Nairobi.","Athari za watu zinahusiana kwa karibu na ukosefu wa usawa wa kimuundo nchini, ambapo watu katika maeneo yanayofafanuliwa kama ardhi kame na nusu kame (ASALs) wanakabiliwa na ukosefu wa huduma za serikali, uwekezaji na fursa za kiuchumi, huku utajiri ukiwa umejilimbikizia mji mkuu, Nairobi.",Governance
"During prolonged disasters, preserve food by drying, salting, or using airtight containers to avoid spoilage.","Wakati wa majanga ya muda mrefu, hifadhi chakula kwa kukausha, kutia chumvi, au kutumia vyombo visivyopitisha hewa ili kuepuka kuharibika.",Security
"Article 227 of the Constitution of Kenya requires that when a state organ or any other public entity contracts for goods or services, it shall do so in accordance with a system that is fair equitable transparent, competitive and cost effective.","Kifungu cha 227 cha Katiba ya Kenya kinataka kwamba wakati chombo cha serikali au shirika lingine lolote la umma likiweka kandarasi za bidhaa au huduma, litafanya hivyo kwa mujibu wa mfumo ambao ni wa usawa wa uwazi, wenye ushindani na wa gharama nafuu.",Disaster/Health
"Objective: The overarching objective of the JP is to advance food systems transformation and digital connectivity, through enhanced public ...","Lengo: Lengo kuu la JP ni kuendeleza mabadiliko ya mifumo ya chakula na muunganisho wa kidijitali, kupitia uboreshaji wa umma ...",Agriculture
"KRA's eTiMS is free and accessible on different devices, simplifying bookkeeping regardless of the size of the business. To Register, Sign up via *222# or Visit http://ecitizen.kra.go.ke #VukaeTiMS #KRAeTiMS AD","ETiMS ya KRA ni bure na inapatikana kwenye vifaa tofauti, na kurahisisha uhasibu bila kujali ukubwa wa biashara. Ili kujiandikisha, Jisajili kupitia *222# au Tembelea http://ecitizen.kra.go.ke #VukaeTiMS #KRAeTiMS AD",Governance
"Through this approach, the project aims to strengthen women’s financial decision-making skills, encourage savings and investment practices, and support the development of sustainable income-generating opportunities.","Kupitia mbinu hii, mradi unalenga kuimarisha ujuzi wa wanawake wa kufanya maamuzi ya kifedha, kuhimiza mazoea ya kuweka akiba na uwekezaji, na kusaidia maendeleo ya fursa endelevu za kuzalisha mapato.",Disaster/Health
PART II — DESIGNATION OF REGULATORY AUTHORITIES 6— Regulatory authorities. 7— Functions of the relevant regulatory authorities. 8— Guiding principles of the relevant regulatory authority.,SEHEMU YA II - UTEUZI WA MAMLAKA ZA USIMAMIZI 6- Mamlaka za udhibiti. 7- Kazi za mamlaka husika za udhibiti. 8- Kanuni elekezi za mamlaka husika ya udhibiti.,Disaster/Health
The COVID-19 pandemic may be causing extra stress for many people. Learn the common signs of a mental health crisis and ways you can help.,Janga la COVID-19 linaweza kusababisha msongo wa mawazo zaidi kwa watu wengi. Jifunze dalili za kawaida za mgogoro wa afya ya akili na njia unazoweza kusaidia.,Health
"Free AI & robotics courses for 8,000 youth ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ register via TVETA portal TODAY!","Kozi za bure za AI na roboti kwa vijana 8,000 âƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ jiandikishe kupitia lango la TVETA LEO!",Education
The committee is required to facilitate public participation and to take into account the views of the public when it makes its report to the Senate.,Kamati inahitajika kurahisisha ushiriki wa umma na kuzingatia maoni ya umma inapotoa ripoti yake kwa Seneti.,Governance
"A review detailed IPOA’s achievements, challenges, and strategic direction and outlined next steps in police accountability reform.","Mapitio yalielezea kwa kina mafanikio ya IPOA, changamoto, na mwelekeo wa kimkakati na kuainisha hatua zinazofuata katika mageuzi ya uwajibikaji wa polisi.",Security
"Kenya Economic Update, June 2024 (Edition No. 29): Fostering Trade for Robust Growth and Dynamic Job Creation","Taarifa ya Kiuchumi ya Kenya, Juni 2024 (Toleo Na. 29): Kukuza Biashara kwa Ukuaji Imara na Uundaji wa Ajira kwa Nguvu.",Disaster/Health
Tana River County: Drought Early Warning Bulletin for March 2023,Kaunti ya Tana River: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Machi 2023,Disaster/Health
Siaya County graft probe: Oguna urges EACC to probe misuse of funds in the county Oguna: we call on EACC to conclude Ksh. 600M theft probe,Uchunguzi wa ufisadi katika Kaunti ya Siaya: Oguna ahimiza EACC kuchunguza matumizi mabaya ya fedha katika kaunti ya Oguna: tunatoa wito kwa EACC kukamilisha uchunguzi wa wizi wa Ksh. 600M,Governance
"All TVET students get Ksh 8,000 monthly stipend from January ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ confirm admission first!","Wanafunzi wote wa TVET wanapata posho ya kila mwezi ya Ksh 8,000 kuanzia Januari thibitisha kwanza kujiunga!",Education
Supporting refugees in Somalia and Kenya,Kusaidia wakimbizi nchini Somalia na Kenya,Disaster/Health
Lead the way! Participate in school leadership elections.,Ongoza njia! Shiriki katika uchaguzi wa uongozi wa shule.,Education
UNITED WE STAND Villagers in Gatundu contribute and construct a makeshift bridge They are urging local leaders to construct a permanent bridge #KBCniYetu,Wakazi wa kijiji cha Gatundu wachangia na kujenga daraja la muda. Wanawahimiza viongozi wa eneo hilo kujenga daraja la kudumu #KBCniYetu,Governance
NGECKenya representative Winnie Wambua calls for collaboration & asks participants to work together to ensure violence does not impede women from vying for political seats & urges participants to start a campaign to have men support women secure positions of leadership,Mwakilishi wa NGECKenya Winnie Wambua atoa wito wa ushirikiano na kuwaomba washiriki kufanya kazi pamoja ili kuhakikisha vurugu hazizuii wanawake kugombea viti vya kisiasa na kuwahimiza washiriki kuanzisha kampeni ili wanaume wawaunge mkono wanawake kupata nafasi za uongozi.,Governance
Marsabit County: Drought Early Warning Bulletin for March 2024,Kaunti ya Marsabit: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Machi 2024,Disaster/Health
Seed Stories: Sun Buckets Inc. - Creating Hope in Conflict,Hadithi za Mbegu: Sun Buckets Inc. - Kujenga Matumaini katika Migogoro,Disaster/Health
Nyeri (Kieni) County: Drought Early Warning Bulletin for September 2024,Kaunti ya Nyeri (Kieni): Taarifa ya Onyo la Mapema kuhusu Ukame kwa Septemba 2024,Disaster/Health
Kenya and the United Kingdom opened a modern Anti Terrorism Police Unit headquarters in Mombasa to enhance coastal security capacity.,Kenya na Uingereza zilifungua makao makuu ya kisasa ya Kitengo cha Polisi cha Kupambana na Ugaidi huko Mombasa ili kuongeza uwezo wa usalama wa pwani.,Security
"Maximize your returns from coffee by understanding market demands, reducing post-harvest losses, and exploring value addition opportunities.","Ongeza faida yako kutokana na kahawa kwa kuelewa mahitaji ya soko, kupunguza hasara baada ya mavuno, na kuchunguza fursa za kuongeza thamani.",Agriculture
"push and pull technology. Efficacy trials. Setting up of pheromone traps. ZARI, DoA, CABI, CIMMYT. Zambia. Awareness creation. Coordination. Call centre.","Teknolojia ya kusukuma na kuvuta. Majaribio ya ufanisi. Usanidi wa mitego ya pheromoni. ZARI, DoA, CABI, CIMMYT. Zambia. Uundaji wa uelewa. Uratibu. Kituo cha simu.",Agriculture
"Tight clothes can interfere with circulation and cause discomfort. Choose loose, breathable attire.",Nguo zinazobana zinaweza kuingilia mzunguko wa damu na kusababisha usumbufu. Chagua mavazi legevu na yanayoweza kupumuliwa.,Health
Guide older children to handle babies gently to prevent unintentional harm.,Waongoze watoto wakubwa kuwashughulikia watoto kwa upole ili kuzuia madhara yasiyokusudiwa.,Health
