English,Kiswahili,Domain
"The progress demonstrated by Kenya and Rwanda shows that countries can successfully strengthen their data systems and generate evidence that informs policy, improves patient care and supports antimicrobial stewardship,” said Dr Ali Ahmed Yahaya, Antimicrobial Resistance Team Lead at the WHO Regional Office for Africa.","Maendeleo yaliyoonyeshwa na Kenya na Rwanda yanaonyesha kuwa nchi zinaweza kuimarisha mifumo yao ya data kwa mafanikio na kutoa ushahidi unaofahamisha sera, kuboresha utunzaji wa wagonjwa na kuunga mkono uwakili wa dawa za kuua viini,” alisema Dk Ali Ahmed Yahaya, Kiongozi wa Timu ya Kupambana na Viuavidudu katika Ofisi ya Kanda ya WHO ya Afrika.",Governance
Kenya’s journey shows how sustained investment and careful planning can build stronger public health intelligence over time.,Safari ya Kenya inaonyesha jinsi uwekezaji endelevu na mipango makini inavyoweza kujenga akili ya afya ya umma kwa wakati.,Health
What began in 2017 with two model surveillance sites has expanded into a nationwide network of 32 surveillance sites across 27 counties and multiple One Health sectors.,Kilichoanza mwaka wa 2017 na tovuti mbili za mfano za uchunguzi kimepanuka na kuwa mtandao wa kitaifa wa tovuti 32 za uchunguzi katika kaunti 27 na sekta nyingi za Afya Moja.,Health
"Along the way, the country has strengthened laboratory systems, data management processes and workforce capacity, creating a robust platform for monitoring AMR.","Wakati huo huo, nchi imeimarisha mifumo ya maabara, michakato ya usimamizi wa data na uwezo wa wafanyikazi, na kuunda jukwaa thabiti la ufuatiliaji wa AMR.",Disaster/Health
Kenya first submitted AMR data to GLASS in 2021 and transitioned to individual-level reporting in 2025.,Kenya iliwasilisha data ya AMR kwa GLASS kwa mara ya kwanza mwaka wa 2021 na ikabadilika hadi kuripoti kiwango cha mtu binafsi mwaka wa 2025.,Disaster/Health
"Through its Central Data Warehouse, the country now integrates AMR surveillance, antimicrobial use and antimicrobial consumption data, providing a more comprehensive picture of national AMR patterns.","Kupitia Ghala lake Kuu la Data, nchi sasa inaunganisha ufuatiliaji wa AMR, matumizi ya dawa za kuua viini na data ya matumizi ya antimicrobial, ikitoa picha ya kina zaidi ya mifumo ya kitaifa ya AMR.",Disaster/Health
"The country’s progress has been supported by strong governance structures, standardized data collection tools, laboratory information systems, regular data quality reviews and multidisciplinary collaboration involving laboratory, data and informatics teams.","Maendeleo ya nchi yameungwa mkono na miundo thabiti ya utawala, zana sanifu za ukusanyaji wa takwimu, mifumo ya taarifa za maabara, ukaguzi wa mara kwa mara wa ubora wa data na ushirikiano wa fani mbalimbali unaohusisha timu za maabara, data na taarifa.",Disaster/Health
A phased approach allowed Kenya to strengthen systems and improve data quality before expanding surveillance.,Mbinu ya hatua kwa hatua iliruhusu Kenya kuimarisha mifumo na kuboresha ubora wa data kabla ya kupanua ufuatiliaji.,Disaster/Health
"Between 2021 and 2025, more than 100 000 AMR surveillance records were collected, with 9039 records submitted to GLASS in 2025.","Kati ya 2021 na 2025, zaidi ya rekodi 100,000 za uchunguzi wa AMR zilikusanywa, na rekodi 9039 ziliwasilishwa kwa GLASS mnamo 2025.",Disaster/Health
"The data generated are helping us better understand resistance trends and support evidence-based decision-making,” said Susan Githii, Country GLASS Focal Person and AMR Surveillance Focal Point, Kenya.","Data inayotolewa inatusaidia kuelewa vyema mienendo ya upinzani na kuunga mkono uamuzi unaotegemea ushahidi,” alisema Susan Githii, Country GLASS Focal Person na AMR Surveillance Focal Point, Kenya.",Disaster/Health
Rwanda’s experience highlights the importance of collaboration in building stronger surveillance systems.,Uzoefu wa Rwanda unaonyesha umuhimu wa ushirikiano katika kujenga mifumo imara ya ufuatiliaji.,Disaster/Health
"Since enrolling in GLASS in 2022 and submitting its first AMR data in 2023, the country has worked closely with hospitals, national institutions and technical partners to strengthen data collection and reporting.","Tangu kujiandikisha katika GLASS mwaka wa 2022 na kuwasilisha data yake ya kwanza ya AMR mnamo 2023, nchi imefanya kazi kwa karibu na hospitali, taasisi za kitaifa na washirika wa kiufundi ili kuimarisha ukusanyaji na kuripoti data.",Health
"During the 2025 GLASS reporting cycle, Rwanda began reporting both aggregate and individual-level data, ensuring continuity while transitioning to more detailed surveillance reporting.","Wakati wa mzunguko wa kuripoti wa GLASS wa 2025, Rwanda ilianza kuripoti data ya jumla na ya kiwango cha mtu binafsi, kuhakikisha uendelevu wakati wa mpito kwa ripoti ya kina zaidi ya ufuatiliaji.",Disaster/Health
"Data from four major referral hospitals – the University Teaching Hospital of Kigali, the University Teaching Hospital of Butare, King Faisal Hospital and Rwanda Military Hospital – are helping health authorities better understand how resistance is evolving.","Data kutoka hospitali kuu nne za rufaa - Hospitali ya Kufundisha ya Chuo Kikuu cha Kigali, Hospitali ya Kufundisha ya Chuo Kikuu cha Butare, Hospitali ya King Faisal na Hospitali ya Kijeshi ya Rwanda - zinasaidia mamlaka za afya kuelewa vyema jinsi upinzani unavyoendelea.",Health
"The transition was supported by strong leadership from the Ministry of Health and the Rwanda Biomedical Centre, close collaboration among participating hospitals, the use of standardized tools such as BacLink and WHONET, and technical support from WHO Headquarters and the WHO Regional Office for Africa.","Mpito huo uliungwa mkono na uongozi dhabiti kutoka Wizara ya Afya na Kituo cha Matibabu cha Rwanda, ushirikiano wa karibu kati ya hospitali zinazoshiriki, matumizi ya zana sanifu kama vile BacLink na WHONET, na usaidizi wa kiufundi kutoka Makao Makuu ya WHO na Ofisi ya Kanda ya WHO ya Afrika.",Health
"The experience has also highlighted the importance of collaboration in building a stronger surveillance system,” said Misbah Gashegu, National AMR Focal Person and Rwanda GLASS-AMR Focal Person.","Uzoefu huo pia umeangazia umuhimu wa ushirikiano katika kujenga mfumo thabiti wa ufuatiliaji,” alisema Misbah Gashegu, Mhusika Mkuu wa Kitaifa wa AMR na Mhusika Mkuu wa Rwanda wa GLASS-AMR.",Disaster/Health
The transition to individual-level data reporting was not without challenges.,Mpito kwa kuripoti data kwa kiwango cha mtu binafsi haukuwa na changamoto.,Disaster/Health
"Kenya identified gaps related to laboratory information system interoperability, missing patient variables, workforce capacity for data validation and initial concerns around data privacy.","Kenya ilitambua mapengo yanayohusiana na ushirikiano wa mfumo wa taarifa za maabara, vigezo vinavyokosekana kwa wagonjwa, uwezo wa wafanyakazi wa kuthibitisha data na masuala ya awali kuhusu faragha ya data.",Disaster/Health
"Rwanda faced challenges related to manual data collection in some facilities, limited human resources for data management and a lack of interoperability among hospital information systems.","Rwanda ilikabiliwa na changamoto zinazohusiana na ukusanyaji wa data kwa mikono katika baadhi ya vituo, rasilimali watu wachache kwa usimamizi wa data na ukosefu wa mwingiliano kati ya mifumo ya taarifa za hospitali.",Health
"Despite these obstacles, both countries demonstrated that progress is possible through structured planning, strong coordination, standardized tools, data quality assurance and sustained partner support.","Licha ya vikwazo hivi, nchi zote mbili zilionyesha kuwa maendeleo yanawezekana kupitia mipango iliyopangwa, uratibu thabiti, zana sanifu, uhakikisho wa ubora wa data na usaidizi endelevu wa washirika.",Disaster/Health
"To support countries in strengthening AMR surveillance and preparing data submissions to GLASS, the WHO Regional Office for Africa, in collaboration with the WHO Headquarters GLASS team, continues to provide technical guidance, capacity-building and opportunities for peer learning.","Ili kusaidia nchi katika kuimarisha ufuatiliaji wa AMR na kuandaa mawasilisho ya data kwa GLASS, Ofisi ya WHO Kanda ya Afrika, kwa ushirikiano na timu ya GLASS ya Makao Makuu ya WHO, inaendelea kutoa mwongozo wa kiufundi, kujenga uwezo na fursa za kujifunza rika.",Education
The experiences of Kenya and Rwanda demonstrate how better data can help countries stay ahead of one of the most significant public health threats of our time.,Matukio ya Kenya na Rwanda yanaonyesha jinsi data bora inaweza kusaidia nchi kusalia mbele ya matishio makubwa zaidi ya afya ya umma katika wakati wetu.,Health
"In majorunimodalrainfall growing areas of Central, Rift Valley and Western provinces, where the rainy season spans from February to August, seasonal rains had a timely onset and have been characterized so far by exceptionally high amounts.","Katika maeneo yanayokua kwa wingi katika majimbo ya Kati, Bonde la Ufa na Magharibi, ambapo msimu wa mvua huanza Februari hadi Agosti, mvua za msimu zilianza kwa wakati na zimeangaziwa hadi sasa kwa viwango vya juu vya kipekee.",Disaster/Health
"The abundant rainfall amounts were overall beneficial for planting of 2026long‑rainsmain season cereal crops, to be harvested from October onwards.","Kiasi kikubwa cha mvua kilikuwa na manufaa kwa jumla kwa kupanda mazao ya nafaka ya msimu wa masika wa 2026, ambayo yatavunwa kuanzia Oktoba na kuendelea.",Disaster/Health
"However, excessively high rainfall amounts may also raise the risk of waterlogging and localized crop stress, potentially affecting early crop development in poorly drained areas.","Hata hivyo, kiasi cha mvua nyingi kupita kiasi kinaweza pia kuongeza hatari ya kujaa maji na mkazo wa mimea iliyojanibishwa, ambayo inaweza kuathiri maendeleo ya mapema ya mazao katika maeneo yenye unyevu hafifu.",Disaster/Health
The ongoing conflict in the Middle East poses risks to the country’s agricultural sector by disrupting trade flows and supply chains and increasing input costs.,Mzozo unaoendelea katika Mashariki ya Kati unaleta hatari kwa sekta ya kilimo nchini humo kwa kuvuruga mtiririko wa biashara na minyororo ya ugavi na kuongeza gharama za pembejeo.,Disaster/Health
"Imports of fertilizers have already been delayed, affecting their timely application at the beginning of the 2026 cropping season, particularly in market‑oriented agricultural areas of western parts of the country.","Uagizaji wa mbolea tayari umecheleweshwa, na hivyo kuathiri utumiaji wake kwa wakati mwanzoni mwa msimu wa mazao wa 2026, haswa katika maeneo ya kilimo yenye mwelekeo wa soko wa maeneo ya magharibi mwa nchi.",Agriculture
"As a result, reduced application rates are expected to affect crop yields.","Matokeo yake, viwango vilivyopunguzwa vya maombi vinatarajiwa kuathiri mavuno ya mazao.",Agriculture
A close monitoring of weather conditions is warranted.,Ufuatiliaji wa karibu wa hali ya hewa unastahili.,Disaster/Health
"As of end‑March, cumulative rainfall amounts were between three and four times the long-term average, supporting crop germination and early development, although excessive rainfall may also have caused localized disruptions in poorly drained areas.","Kufikia mwishoni mwa Machi, kiasi cha mvua kiliongezeka kati ya mara tatu na nne ya wastani wa muda mrefu, kusaidia kuota kwa mazao na maendeleo ya mapema, ingawa mvua nyingi zinaweza pia kusababisha usumbufu wa kienyeji katika maeneo yenye maji duni.",Disaster/Health
"Crops in these areas are harvested in July and August, and compared to westernunimodalhigh potential areas, agricultural systems are less input intensive.","Mazao katika maeneo haya huvunwa mnamo Julai na Agosti, na ikilinganishwa na maeneo yenye uwezekano wa westernunimodalhigh, mifumo ya kilimo haihitaji pembejeo nyingi.",Agriculture
"As a result, a forecast of below‑average rains from June onwards and ongoing fertilizer supply constraints are expected to have a limited impact on yields, and early production prospects are comparatively more favourable than in western high‑potential areas.","Kwa hivyo, utabiri wa mvua za chini ya wastani kuanzia Juni na kuendelea na vikwazo vinavyoendelea vya usambazaji wa mbolea vinatarajiwa kuwa na athari ndogo kwa mavuno, na matarajio ya uzalishaji wa mapema ni mazuri kwa kulinganisha kuliko maeneo ya magharibi yenye uwezekano mkubwa.",Disaster/Health
